Id,Label,timeset,type,color,Degree,Weighted Degree,eigencentrality,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality
陈家康(1945),陈家康,,author,"#B4B4B4",37,58,0.01675,3,0.482335,0.507431,0
陈封雄(1945),陈封雄,,author,"#B4B4B4",92,192,0.079462,3,0.503609,0.551221,0
陈尚藩(1945),陈尚藩,,author,"#B4B4B4",187,345,0.667305,2,0.587465,0.648885,0
陈志忠(1945),陈志忠,,author,"#B4B4B4",37,58,0.01675,3,0.482335,0.507431,0
陈时臬(1945),陈时臬,,author,"#B4B4B4",104,196,0.170607,3,0.481965,0.542728,0
陈明文(1945),陈明文,,author,"#B4B4B4",133,249,0.196615,2,0.559216,0.605892,0
陈烟桥刻(1945),陈烟桥刻,,author,"#B4B4B4",104,196,0.170607,3,0.481965,0.542728,0
陈翰伯(1945),陈翰伯,,author,"#B4B4B4",97,147,0.148421,2,0.541846,0.577229,0
陈范(1945),陈范,,author,"#B4B4B4",104,196,0.170607,3,0.481965,0.542728,0
陈菊珍(1945),陈菊珍,,author,"#B4B4B4",104,196,0.170607,3,0.481965,0.542728,0
陈轲(1945),陈轲,,author,"#B4B4B4",187,345,0.667305,2,0.587465,0.648885,0
陈辛(1945),陈辛,,author,"#B4B4B4",104,196,0.170607,3,0.481965,0.542728,0
隐民(1945),隐民,,author,"#B4B4B4",92,192,0.079462,3,0.503609,0.551221,0
雨生(1945),雨生,,author,"#B4B4B4",97,147,0.148421,2,0.541846,0.577229,0
雷诺斯(1945),雷诺斯,,author,"#B4B4B4",92,192,0.079462,3,0.503609,0.551221,0
雷铭(1945),雷铭,,author,"#B4B4B4",133,249,0.196615,2,0.559216,0.605892,0
青蛉(1945),青蛉,,author,"#B4B4B4",133,249,0.196615,2,0.559216,0.605892,0
韦康(1945),韦康,,author,"#B4B4B4",44,64,0.023721,3,0.484942,0.513004,0
顿风(1945),顿风,,author,"#B4B4B4",187,345,0.667305,2,0.587465,0.648885,0
颂俞华(1945),颂俞华,,author,"#B4B4B4",92,192,0.079462,3,0.503609,0.551221,0
马义(1945),马义,,author,"#B4B4B4",187,345,0.667305,2,0.587465,0.648885,0
马代(1945),马代,,author,"#B4B4B4",133,249,0.196615,2,0.559216,0.605892,0
马寅初(1945),马寅初,,author,"#B4B4B4",97,147,0.148421,2,0.541846,0.577229,0
马戈(1945),马戈,,author,"#B4B4B4",187,345,0.667305,2,0.587465,0.648885,0
马星野(1945),马星野,,author,"#B4B4B4",92,192,0.079462,3,0.503609,0.551221,0
马歇尔(1945),马歇尔,,author,"#B4B4B4",92,192,0.079462,3,0.503609,0.551221,0
马歇尔特(1945),马歇尔特,,author,"#B4B4B4",104,196,0.170607,3,0.481965,0.542728,0
马远(1945),马远,,author,"#B4B4B4",133,249,0.196615,2,0.559216,0.605892,0
高光(1945),高光,,author,"#B4B4B4",133,249,0.196615,2,0.559216,0.605892,0
高克夫(1945),高克夫,,author,"#B4B4B4",92,192,0.079462,3,0.503609,0.551221,0
魏友棐(1945),魏友棐,,author,"#B4B4B4",187,345,0.667305,2,0.587465,0.648885,0
魏金枝(1945),魏金枝,,author,"#B4B4B4",104,196,0.170607,3,0.481965,0.542728,0
鱼目(1945),鱼目,,author,"#B4B4B4",187,345,0.667305,2,0.587465,0.648885,0
鲁山(1945),鲁山,,author,"#B4B4B4",133,249,0.196615,2,0.559216,0.605892,0
鲁迅(1945),鲁迅,,author,"#B4B4B4",187,345,0.667305,2,0.587465,0.648885,0
鲁逵(1945),鲁逵,,author,"#B4B4B4",187,345,0.667305,2,0.587465,0.648885,0
鲍尔温(1945),鲍尔温,,author,"#B4B4B4",44,64,0.023721,3,0.484942,0.513004,0
鲍鸿生(1945),鲍鸿生,,author,"#B4B4B4",187,345,0.667305,2,0.587465,0.648885,0
黄吉兴(1945),黄吉兴,,author,"#B4B4B4",133,249,0.196615,2,0.559216,0.605892,0
黄大能(1945),黄大能,,author,"#B4B4B4",92,192,0.079462,3,0.503609,0.551221,0
黄宗英(1945),黄宗英,,author,"#B4B4B4",187,345,0.667305,2,0.587465,0.648885,0
黄杉(1945),黄杉,,author,"#B4B4B4",133,249,0.196615,2,0.559216,0.605892,0
黄河清(1945),黄河清,,author,"#B4B4B4",92,192,0.079462,3,0.503609,0.551221,0
黄海(1945),黄海,,author,"#B4B4B4",133,249,0.196615,2,0.559216,0.605892,0
黄道庸(1945),黄道庸,,author,"#B4B4B4",97,147,0.148421,2,0.541846,0.577229,0
黎华(1945),黎华,,author,"#B4B4B4",133,249,0.196615,2,0.559216,0.605892,0
黎平(1945),黎平,,author,"#B4B4B4",92,192,0.079462,3,0.503609,0.551221,0
黎明(1945),黎明,,author,"#B4B4B4",187,345,0.667305,2,0.587465,0.648885,0
齐人(1945),齐人,,author,"#B4B4B4",104,196,0.170607,3,0.481965,0.542728,0
龙天峯(1945),龙天峯,,author,"#B4B4B4",104,196,0.170607,3,0.481965,0.542728,0
（印）约希(1945),（印）约希,,author,"#B4B4B4",37,58,0.01675,3,0.482335,0.507431,0
（美）安德鲁鲍思(1945),（美）安德鲁鲍思,,author,"#B4B4B4",133,249,0.196615,2,0.559216,0.605892,0
（美）福尔曼(1945),（美）福尔曼,,author,"#B4B4B4",133,249,0.196615,2,0.559216,0.605892,0
（美）蓝纳(1945),（美）蓝纳,,author,"#B4B4B4",133,249,0.196615,2,0.559216,0.605892,0
（苏）Dmitrevsky，N.(1945),（苏）Dmitrevsky，N.,,author,"#B4B4B4",37,58,0.01675,3,0.482335,0.507431,0
（英）马可里(1945),（英）马可里,,author,"#B4B4B4",97,147,0.148421,2,0.541846,0.577229,0
