"","Source","Target","Type","Id","Weight","place"
"19504","湖南省政府","《观察》","Directed",32994,1,"上海"
"19505","湘江","《观察》","Directed",32995,1,"上海"
"19506","湛江","《正报》","Directed",32996,4,"香港"
"19507","溃烂","《观察》","Directed",32998,1,"上海"
"19508","溃败","《正报》","Directed",32999,1,"香港"
"19509","源泉","《中建》","Directed",33000,2,"上海"
"19510","源泉","《民主:桂林版》","Directed",33002,1,"桂林"
"19511","源源本本","《观察》","Directed",33003,1,"上海"
"19512","準备","《群众》","Directed",33004,6,"香港"
"19513","滇西","《再生》","Directed",33005,2,"上海"
"19514","滇西","《群众》","Directed",33006,1,"香港"
"19515","滇谣","《观察》","Directed",33007,1,"上海"
"19516","滑头","《群众》","Directed",33008,1,"香港"
"19517","滑稽剧","《群众》","Directed",33009,1,"香港"
"19518","滔天大罪","《群众》","Directed",33010,1,"香港"
"19519","满城风雨","《国讯》","Directed",33011,1,"上海"
"19520","满树","《正报》","Directed",33012,1,"香港"
"19521","满门抄斩","《群众》","Directed",33013,1,"香港"
"19522","漆黑","《观察》","Directed",33014,1,"上海"
"19523","漏掉","《时与文》","Directed",33015,1,"上海"
"19524","漏题","《观察》","Directed",33016,2,"上海"
"19525","演义","《正报》","Directed",33017,1,"香港"
"19526","演习","《群众》","Directed",33018,1,"香港"
"19527","演出","《时与文》","Directed",33019,4,"上海"
"19528","演出","《正报》","Directed",33023,2,"香港"
"19529","演变","《中建》","Directed",33025,1,"上海"
"19530","演变","《国讯》","Directed",33026,1,"上海"
"19531","演变","《群众》","Directed",33027,1,"香港"
"19532","演奏会","《时与文》","Directed",33028,1,"上海"
"19533","演讲","《国讯》","Directed",33032,2,"上海"
"19534","演讲","《时代杂志》","Directed",33033,2,"上海"
"19535","演词","《再生》","Directed",33035,2,"上海"
"19536","演说","《时与文》","Directed",33037,1,"上海"
"19537","演说","《正报》","Directed",33039,1,"香港"
"19538","演辞","《光明报》","Directed",33040,1,"香港"
"19539","演辞","《国讯》","Directed",33041,1,"上海"
"19540","演进","《再生》","Directed",33044,1,"上海"
"19541","漫图","《现代文摘(上海)》","Directed",33045,1,"上海"
"19542","漫天","《国讯》","Directed",33046,2,"上海"
"19543","漫谭","《时与文》","Directed",33048,1,"上海"
"19544","潘光旦","《观察》","Directed",33049,5,"上海"
"19545","潜势力","《再生》","Directed",33051,1,"上海"
"19546","潮是","《时与文》","Directed",33052,1,"上海"
"19547","潮汐","《国讯》","Directed",33053,1,"上海"
"19548","潮汕","《正报》","Directed",33054,3,"香港"
"19549","潮流","《时代杂志》","Directed",33055,1,"上海"
"19550","潮流","《现代文摘(上海)》","Directed",33056,1,"上海"
"19551","澈底","《再生》","Directed",33057,1,"上海"
"19552","澈底","《群众》","Directed",33058,6,"香港"
"19553","澳大利亚","《时代杂志》","Directed",33059,1,"上海"
"19554","澳门","《中央周刊》","Directed",33060,1,"南京"
"19555","激起","《再生》","Directed",33061,1,"上海"
"19556","激辩","《再生》","Directed",33062,1,"上海"
"19557","灌溉","《时与文》","Directed",33063,1,"上海"
"19558","火山","《群众》","Directed",33064,2,"香港"
"19559","火并","《时与文》","Directed",33066,1,"上海"
"19560","火急","《观察》","Directed",33067,1,"上海"
"19561","火柴厂","《正报》","Directed",33068,1,"香港"
"19562","火点","《时与文》","Directed",33069,1,"上海"
"19563","火焰","《时代杂志》","Directed",33070,1,"上海"
"19564","火燃遍","《时与文》","Directed",33071,1,"上海"
"19565","火种","《正报》","Directed",33072,1,"香港"
"19566","火线","《正报》","Directed",33073,1,"香港"
"19567","火花","《群众》","Directed",33074,2,"香港"
"19568","火车","《观察》","Directed",33076,2,"上海"
"19569","灯街","《正报》","Directed",33077,1,"香港"
"19570","灰姑娘","《时代杂志》","Directed",33078,1,"上海"
"19571","灰尘","《观察》","Directed",33079,1,"上海"
"19572","灵宝","《中建》","Directed",33080,1,"上海"
"19573","灵山","《正报》","Directed",33081,1,"香港"
"19574","灵魂","《现代文摘(上海)》","Directed",33082,1,"上海"
"19575","灾情","《群众》","Directed",33083,1,"香港"
"19576","灾情","《观察》","Directed",33084,1,"上海"
"19577","灾祸","《正报》","Directed",33085,1,"香港"
"19578","灾难","《中央周刊》","Directed",33086,1,"南京"
"19579","灾难","《国讯》","Directed",33087,1,"上海"
"19580","灾难","《群众》","Directed",33090,9,"香港"
"19581","炸弹","《群众》","Directed",33095,1,"香港"
"19582","点滴","《观察》","Directed",33096,1,"上海"
"19583","点点滴滴","《中建》","Directed",33097,10,"上海"
"19584","点金术","《时与文》","Directed",33107,1,"上海"
"19585","炼锁","《时代杂志》","Directed",33108,1,"上海"
"19586","烂污","《文萃》","Directed",33109,1,"上海"
"19587","烈士","《国讯》","Directed",33110,1,"上海"
"19588","烈士","《正报》","Directed",33111,3,"香港"
"19589","烈士","《群众》","Directed",33113,3,"香港"
"19590","烟台","《群众》","Directed",33116,2,"香港"
"19591","烟幕","《群众》","Directed",33118,2,"香港"
"19592","烟霭","《国讯》","Directed",33119,1,"上海"
"19593","烦恼","《时与文》","Directed",33120,1,"上海"
"19594","烦恼","《现代文摘(上海)》","Directed",33121,1,"上海"
"19595","热潮","《正报》","Directed",33123,4,"香港"
"19596","热潮","《群众》","Directed",33125,6,"香港"
"19597","热烈","《正报》","Directed",33127,1,"香港"
"19598","热爱","《中建》","Directed",33128,1,"上海"
"19599","热病","《光明报》","Directed",33129,1,"香港"
"19600","烽火","《时与文》","Directed",33131,1,"上海"
"19601","烽烟","《中央周刊》","Directed",33132,1,"南京"
"19602","烽烟","《再生》","Directed",33133,1,"上海"
"19603","焦点","《国讯》","Directed",33134,2,"上海"
"19604","焦煤","《观察》","Directed",33135,1,"上海"
"19605","焦虑","《观察》","Directed",33136,1,"上海"
"19606","煤矿工人","《群众》","Directed",33137,1,"香港"
"19607","煤荒","《群众》","Directed",33138,1,"香港"
"19608","照办","《正报》","Directed",33139,1,"香港"
"19609","照明灯","《中央周刊》","Directed",33140,1,"南京"
"19610","照登","《群众》","Directed",33141,1,"香港"
"19611","煽动","《时与文》","Directed",33142,1,"上海"
"19612","熊伟","《时与文》","Directed",33143,1,"上海"
"19613","燃起","《中央周刊》","Directed",33144,1,"南京"
"19614","燎原","《主流》","Directed",33145,1,"南京"
"19615","燎火","《时代杂志》","Directed",33146,1,"上海"
"19616","燕京","《群众》","Directed",33147,3,"香港"
"19617","燕大","《光明报》","Directed",33149,1,"香港"
"19618","爆发","《国讯》","Directed",33150,1,"上海"
"19619","爆炸","《正报》","Directed",33151,1,"香港"
"19620","爱与死","《观察》","Directed",33152,1,"上海"
"19621","爱伦堡","《时代杂志》","Directed",33153,2,"上海"
"19622","爱国","《光明报》","Directed",33154,2,"香港"
"19623","爱国","《群众》","Directed",33160,4,"香港"
"19624","爱国主义","《再生》","Directed",33162,1,"上海"
"19625","爱国运动","《群众》","Directed",33163,2,"香港"
"19626","爱好文学","《中央周刊》","Directed",33167,1,"南京"
"19627","爱好音乐","《中央周刊》","Directed",33168,1,"南京"
"19628","爱情","《观察》","Directed",33169,1,"上海"
"19629","爱惜","《观察》","Directed",33170,1,"上海"
"19630","爱护","《国讯》","Directed",33171,1,"上海"
"19631","爱护","《时与文》","Directed",33172,1,"上海"
"19632","爱用","《群众》","Directed",33174,1,"香港"
"19633","爱莲","《时与文》","Directed",33175,1,"上海"
"19634","爲何","《观察》","Directed",33178,2,"上海"
"19635","父亲","《时与文》","Directed",33180,1,"上海"
"19636","父女","《国讯》","Directed",33181,1,"上海"
"19637","父母","《观察》","Directed",33182,5,"上海"
"19638","爸爸","《群众》","Directed",33183,1,"香港"
"19639","片山","《国讯》","Directed",33184,2,"上海"
"19640","片山","《时代杂志》","Directed",33185,1,"上海"
"19641","片断","《群众》","Directed",33189,2,"香港"
"19642","版画","《时与文》","Directed",33191,1,"上海"
"19643","牙齿","《时与文》","Directed",33192,1,"上海"
"19644","牛头不对马嘴","《时与文》","Directed",33193,1,"上海"
"19645","牛泰真","《国讯》","Directed",33194,1,"上海"
"19646","牛马生活","《正报》","Directed",33195,1,"香港"
"19647","牢门","《群众》","Directed",33196,1,"香港"
"19648","物价","《群众》","Directed",33205,4,"香港"
"19649","物价","《观察》","Directed",33206,7,"上海"
"19650","物价飞涨","《群众》","Directed",33207,1,"香港"
"19651","物理","《观察》","Directed",33208,1,"上海"
"19652","物质基础","《时与文》","Directed",33209,1,"上海"
"19653","物资","《国讯》","Directed",33210,2,"上海"
"19654","物资","《现代文摘(上海)》","Directed",33212,1,"上海"
"19655","特使","《现代文摘(上海)》","Directed",33213,1,"上海"
"19656","特写","《正报》","Directed",33215,1,"香港"
"19657","特刊","《中央周刊》","Directed",33216,6,"南京"
"19658","特务","《群众》","Directed",33223,6,"香港"
"19659","特客","《国讯》","Directed",33226,1,"上海"
"19660","特征","《时与文》","Directed",33227,2,"上海"
"19661","特捐","《中央周刊》","Directed",33228,4,"南京"
"19662","特曼","《现代文摘(上海)》","Directed",33229,1,"上海"
"19663","特权","《中央周刊》","Directed",33230,1,"南京"
"19664","特殊","《再生》","Directed",33231,1,"上海"
"19665","特殊","《时与文》","Directed",33232,1,"上海"
"19666","特殊性","《国讯》","Directed",33233,1,"上海"
"19667","特港","《国讯》","Directed",33234,1,"上海"
"19668","特点","《国讯》","Directed",33235,1,"上海"
"19669","特点","《时代杂志》","Directed",33236,1,"上海"
"19670","特爲","《群众》","Directed",33237,1,"香港"
"19671","特稿","《中央周刊》","Directed",33239,5,"南京"
"19672","特约","《国讯》","Directed",33242,6,"上海"
"19673","特约","《时与文》","Directed",33245,8,"上海"
"19674","特约","《时代杂志》","Directed",33252,1,"上海"
"19675","特约记者","《观察》","Directed",33253,1,"上海"
"19676","特质","《中建》","Directed",33255,1,"上海"
"19677","牺牲","《时代杂志》","Directed",33256,1,"上海"
"19678","犯人","《观察》","Directed",33257,1,"上海"
"19679","犯法","《观察》","Directed",33258,2,"上海"
"19680","状况","《时代杂志》","Directed",33259,2,"上海"
"19681","状态","《国讯》","Directed",33261,1,"上海"
"19682","状态","《时与文》","Directed",33262,1,"上海"
"19683","犹炽","《国讯》","Directed",33263,1,"上海"
"19684","狂想曲","《时与文》","Directed",33264,2,"上海"
"19685","狂想曲","《现代文摘(上海)》","Directed",33266,1,"上海"
"19686","狂涨","《再生》","Directed",33267,1,"上海"
"19687","狂涨","《时与文》","Directed",33268,2,"上海"
"19688","狂潮","《中央周刊》","Directed",33269,1,"南京"
"19689","狂风暴雨","《再生》","Directed",33270,1,"上海"
"19690","狂风暴雨","《国讯》","Directed",33271,1,"上海"
"19691","狂飙","《主流》","Directed",33272,1,"南京"
"19692","狄斯耐","《时与文》","Directed",33273,1,"上海"
"19693","狐狸尾巴","《中央周刊》","Directed",33274,1,"南京"
"19694","狗急跳墙","《群众》","Directed",33275,1,"香港"
"19695","狗逾千","《时与文》","Directed",33276,1,"上海"
"19696","狡辩","《国讯》","Directed",33277,1,"上海"
"19697","独夫","《群众》","Directed",33280,1,"香港"
"19698","独幕剧","《群众》","Directed",33281,2,"香港"
"19699","独眼","《中央周刊》","Directed",33284,1,"南京"
"19700","独立","《国讯》","Directed",33289,5,"上海"
"19701","独立","《展望》","Directed",33293,1,"南京"
"19702","独立","《时与文》","Directed",33294,5,"上海"
"19703","独立","《群众》","Directed",33303,4,"香港"
"19704","独立自主","《中央周刊》","Directed",33304,1,"南京"
"19705","独立运动","《中央周刊》","Directed",33305,1,"南京"
"19706","独立运动","《时代杂志》","Directed",33306,1,"上海"
"19707","独立运动","《群众》","Directed",33307,1,"香港"
"19708","独裁","《国讯》","Directed",33311,1,"上海"
"19709","独裁者","《光明报》","Directed",33312,2,"香港"
"19710","独裁者","《群众》","Directed",33313,1,"香港"
"19711","狮爪录","《时与文》","Directed",33314,1,"上海"
"19712","狱中","《国讯》","Directed",33315,2,"上海"
"19713","狼犬","《时与文》","Directed",33316,1,"上海"
"19714","狼群","《时与文》","Directed",33317,1,"上海"
"19715","狼群","《正报》","Directed",33318,1,"香港"
"19716","猎奇","《正报》","Directed",33319,2,"香港"
"19717","猎奇","《现代文摘(上海)》","Directed",33321,1,"上海"
"19718","猖獗","《中央周刊》","Directed",33322,1,"南京"
"19719","猛战","《群众》","Directed",33323,1,"香港"
"19720","猜不透","《观察》","Directed",33324,2,"上海"
"19721","猪羊","《群众》","Directed",33326,1,"香港"
"19722","献词","《中央周刊》","Directed",33328,1,"南京"
"19723","猿啸","《再生》","Directed",33329,1,"上海"
"19724","王凤喜","《群众》","Directed",33332,1,"香港"
"19725","王国","《群众》","Directed",33333,1,"香港"
"19726","王朝","《中央周刊》","Directed",33334,1,"南京"
"19727","王桂英","《正报》","Directed",33335,1,"香港"
"19728","王牌","《时代杂志》","Directed",33336,1,"上海"
"19729","王艮仲","《中建》","Directed",33337,2,"上海"
"19730","王震","《群众》","Directed",33338,1,"香港"
"19731","王震将军","《群众》","Directed",33339,1,"香港"
"19732","玩法","《时与文》","Directed",33340,1,"上海"
"19733","玩火","《时代杂志》","Directed",33341,1,"上海"
"19734","玩笑","《群众》","Directed",33342,1,"香港"
"19735","环境","《时与文》","Directed",33343,1,"上海"
"19736","环绕","《再生》","Directed",33344,1,"上海"
"19737","现代","《再生》","Directed",33350,3,"上海"
"19738","现代","《时与文》","Directed",33351,2,"上海"
"19739","现代","《现代文摘(上海)》","Directed",33352,1,"上海"
"19740","现代","《观察》","Directed",33353,3,"上海"
"19741","现势","《中建》","Directed",33356,1,"上海"
"19742","现势","《现代文摘(上海)》","Directed",33358,1,"上海"
"19743","现在","《国讯》","Directed",33360,1,"上海"
"19744","现在","《正报》","Directed",33361,1,"香港"
"19745","现在","《观察》","Directed",33362,1,"上海"
"19746","现实","《光明报》","Directed",33364,1,"香港"
"19747","现实","《正报》","Directed",33366,1,"香港"
"19748","现实主义","《国讯》","Directed",33367,1,"上海"
"19749","现实意义","《正报》","Directed",33368,1,"香港"
"19750","现形","《正报》","Directed",33369,1,"香港"
"19751","现形记","《国讯》","Directed",33370,1,"上海"
"19752","现状","《国讯》","Directed",33371,4,"上海"
"19753","现状","《时与文》","Directed",33373,1,"上海"
"19754","现状","《观察》","Directed",33374,4,"上海"
"19755","现行","《中央周刊》","Directed",33378,1,"南京"
"19756","现行","《观察》","Directed",33379,2,"上海"
"19757","现象","《时与文》","Directed",33380,2,"上海"
"19758","现阶段","《光明报》","Directed",33383,1,"香港"
"19759","现阶段","《展望》","Directed",33384,1,"南京"
"19760","现阶段","《时与文》","Directed",33385,3,"上海"
"19761","现阶段","《现代文摘(上海)》","Directed",33388,3,"上海"
"19762","珍珠港","《国讯》","Directed",33391,1,"上海"
"19763","珍珠港","《群众》","Directed",33392,1,"香港"
"19764","珍视","《中央周刊》","Directed",33393,1,"南京"
"19765","珍贵","《正报》","Directed",33394,1,"香港"
"19766","珞珈山","《正报》","Directed",33395,1,"香港"
"19767","珠江","《群众》","Directed",33396,1,"香港"
"19768","班班","《国讯》","Directed",33398,1,"上海"
"19769","班长","《时与文》","Directed",33399,1,"上海"
"19770","理事","《再生》","Directed",33400,1,"上海"
"19771","理事会","《群众》","Directed",33401,2,"香港"
"19772","理事会","《观察》","Directed",33403,2,"上海"
"19773","理性","《展望》","Directed",33404,1,"南京"
"19774","理想","《群众》","Directed",33412,1,"香港"
"19775","理由","《国讯》","Directed",33414,1,"上海"
"19776","理论","《时与文》","Directed",33415,2,"上海"
"19777","理论体系","《现代文摘(上海)》","Directed",33417,1,"上海"
"19778","琉球","《国讯》","Directed",33418,1,"上海"
"19779","琉球","《观察》","Directed",33419,2,"上海"
"19780","琐事","《时与文》","Directed",33421,1,"上海"
"19781","琐记","《时与文》","Directed",33422,1,"上海"
"19782","琐闻","《观察》","Directed",33423,1,"上海"
"19783","琼崖","《国讯》","Directed",33424,1,"上海"
"19784","瑞士","《再生》","Directed",33428,1,"上海"
"19785","瑞士","《时代杂志》","Directed",33429,1,"上海"
"19786","瓦尔","《国讯》","Directed",33430,1,"上海"
"19787","甘苦谈","《中建》","Directed",33431,1,"上海"
"19788","甘露","《时与文》","Directed",33432,1,"上海"
"19789","甚么","《国讯》","Directed",33433,1,"上海"
"19790","甚多","《时与文》","Directed",33434,1,"上海"
"19791","生产","《观察》","Directed",33437,6,"上海"
"19792","生出","《时代杂志》","Directed",33438,1,"上海"
"19793","生命","《文萃》","Directed",33439,1,"上海"
"19794","生命","《群众》","Directed",33440,1,"香港"
"19795","生在","《观察》","Directed",33441,1,"上海"
"19796","生威","《时与文》","Directed",33442,1,"上海"
"19797","生存","《再生》","Directed",33443,1,"上海"
"19798","生存","《国讯》","Directed",33444,1,"上海"
"19799","生意人","《时代杂志》","Directed",33445,1,"上海"
"19800","生效","《再生》","Directed",33446,1,"上海"
"19801","生日","《国讯》","Directed",33447,1,"上海"
"19802","生根","《时与文》","Directed",33448,1,"上海"
"19803","生死","《群众》","Directed",33449,1,"香港"
"19804","生活","《现代文摘(上海)》","Directed",33492,2,"上海"
"19805","生活","《群众》","Directed",33494,16,"香港"
"19806","生活观念","《主流》","Directed",33504,1,"南京"
"19807","生涯","《时与文》","Directed",33505,1,"上海"
"19808","生物","《国讯》","Directed",33506,1,"上海"
"19809","生物学","《观察》","Directed",33507,1,"上海"
"19810","生疏","《时与文》","Directed",33508,1,"上海"
"19811","生铁","《观察》","Directed",33509,1,"上海"
"19812","生长","《中建》","Directed",33510,5,"上海"
"19813","用品","《中建》","Directed",33514,1,"上海"
"19814","用意","《现代文摘(上海)》","Directed",33515,1,"上海"
"19815","用意","《观察》","Directed",33516,1,"上海"
"19816","用纸","《观察》","Directed",33517,1,"上海"
"19817","用途","《时代杂志》","Directed",33518,1,"上海"
"19818","田赋","《正报》","Directed",33519,1,"香港"
"19819","由北向南","《正报》","Directed",33520,1,"香港"
"19820","由来","《时与文》","Directed",33522,1,"上海"
"19821","由衡","《光明报》","Directed",33523,1,"香港"
"19822","甲胄","《群众》","Directed",33524,1,"香港"
"19823","申明","《光明报》","Directed",33525,1,"香港"
"19824","申辩","《时与文》","Directed",33526,1,"上海"
"19825","电力","《国讯》","Directed",33527,1,"上海"
"19826","电工","《群众》","Directed",33528,1,"香港"
"19827","电影","《中央周刊》","Directed",33529,1,"南京"
"19828","电影","《国讯》","Directed",33530,1,"上海"
"19829","电影","《文萃》","Directed",33531,1,"上海"
"19830","电影","《时与文》","Directed",33532,2,"上海"
"19831","电影剧本","《时与文》","Directed",33534,1,"上海"
"19832","电影剧本","《时代杂志》","Directed",33535,1,"上海"
"19833","电白","《正报》","Directed",33536,1,"香港"
"19834","电美","《国讯》","Directed",33537,1,"上海"
"19835","电话网","《中建》","Directed",33538,1,"上海"
"19836","电车","《群众》","Directed",33539,1,"香港"
"19837","男女","《时与文》","Directed",33541,1,"上海"
"19838","男女","《现代文摘(上海)》","Directed",33542,2,"上海"
"19839","画像","《时代杂志》","Directed",33544,1,"上海"
"19840","画家","《时代杂志》","Directed",33545,3,"上海"
"19841","畅谈","《中央周刊》","Directed",33546,1,"南京"
"19842","界限","《观察》","Directed",33547,1,"上海"
"19843","畏怯","《中建》","Directed",33548,1,"上海"
"19844","留待","《观察》","Directed",33551,1,"上海"
"19845","留美","《观察》","Directed",33552,1,"上海"
"19846","留美学生","《国讯》","Directed",33553,1,"上海"
"19847","畜殖","《中建》","Directed",33554,1,"上海"
"19848","略说","《再生》","Directed",33555,1,"上海"
"19849","略谈","《中建》","Directed",33556,2,"上海"
"19850","略述","《正报》","Directed",33558,1,"香港"
"19851","番茄","《时与文》","Directed",33559,1,"上海"
"19852","畸形","《中建》","Directed",33560,1,"上海"
"19853","疑云","《中央周刊》","Directed",33561,1,"南京"
"19854","疑问","《中央周刊》","Directed",33562,2,"南京"
"19855","疑难","《中央周刊》","Directed",33564,1,"南京"
"19856","疗饥","《正报》","Directed",33565,1,"香港"
"19857","疯狂","《观察》","Directed",33566,1,"上海"
"19858","疯狗","《正报》","Directed",33567,1,"香港"
"19859","病体","《国讯》","Directed",33568,1,"上海"
"19860","病象","《中央周刊》","Directed",33569,1,"南京"
"19861","病象","《时与文》","Directed",33570,1,"上海"
"19862","症结","《时与文》","Directed",33573,3,"上海"
"19863","症结","《现代文摘(上海)》","Directed",33575,1,"上海"
"19864","痛切","《国讯》","Directed",33576,1,"上海"
"19865","痛打","《正报》","Directed",33577,1,"香港"
"19866","痛苦","《群众》","Directed",33578,2,"香港"
"19867","瘾君子","《现代文摘(上海)》","Directed",33579,1,"上海"
"19868","登议","《观察》","Directed",33580,1,"上海"
"19869","登记","《中央周刊》","Directed",33581,1,"南京"
"19870","登记","《群众》","Directed",33582,1,"香港"
"19871","白下","《国讯》","Directed",33583,1,"上海"
"19872","白天","《观察》","Directed",33584,1,"上海"
"19873","白崇禧","《观察》","Directed",33585,1,"上海"
"19874","白报纸","《观察》","Directed",33586,3,"上海"
"19875","白毛女","《文萃》","Directed",33588,1,"上海"
"19876","白白","《正报》","Directed",33589,1,"香港"
"19877","白石","《正报》","Directed",33590,1,"香港"
"19878","白祸","《再生》","Directed",33591,1,"上海"
"19879","白色恐怖","《时与文》","Directed",33592,1,"上海"
"19880","白话","《时与文》","Directed",33593,1,"上海"
"19881","百丑图","《正报》","Directed",33594,1,"香港"
"19882","百侯续","《正报》","Directed",33595,1,"香港"
"19883","百分表","《中建》","Directed",33596,1,"上海"
"19884","百哀园","《正报》","Directed",33597,1,"香港"
"19885","百货","《群众》","Directed",33598,1,"香港"
"19886","的人","《群众》","Directed",33599,1,"香港"
"19887","的坚","《中央周刊》","Directed",33600,1,"南京"
"19888","的士","《主流》","Directed",33601,1,"南京"
"19889","的姓","《中央周刊》","Directed",33602,1,"南京"
"19890","的手","《群众》","Directed",33603,1,"香港"
"19891","的爱","《文萃》","Directed",33604,1,"上海"
"19892","的话","《主流》","Directed",33606,1,"南京"
"19893","的话","《国讯》","Directed",33607,1,"上海"
"19894","的话","《现代文摘(上海)》","Directed",33608,2,"上海"
"19895","的馀音","《观察》","Directed",33610,1,"上海"
"19896","皇城","《群众》","Directed",33611,1,"香港"
"19897","皖省","《时与文》","Directed",33612,1,"上海"
"19898","皮尔逊","《国讯》","Directed",33613,1,"上海"
"19899","皮尔逊","《观察》","Directed",33614,1,"上海"
"19900","益处","《正报》","Directed",33615,1,"香港"
"19901","益形","《中央周刊》","Directed",33616,1,"南京"
"19902","盐政","《中央周刊》","Directed",33617,1,"南京"
"19903","盐税","《观察》","Directed",33618,1,"上海"
"19904","监狱","《正报》","Directed",33619,1,"香港"
"19905","盗亦有道","《中央周刊》","Directed",33620,1,"南京"
"19906","盘谷","《国讯》","Directed",33621,1,"上海"
"19907","盛赞","《国讯》","Directed",33622,1,"上海"
"19908","盟务","《国讯》","Directed",33623,1,"上海"
"19909","盟员","《国讯》","Directed",33624,1,"上海"
"19910","盟约","《中央周刊》","Directed",33626,1,"南京"
"19911","盪漾","《观察》","Directed",33627,1,"上海"
"19912","目击","《观察》","Directed",33628,1,"上海"
"19913","目击记","《正报》","Directed",33629,1,"香港"
"19914","目前","《光明报》","Directed",33631,1,"香港"
"19915","目前","《再生》","Directed",33632,2,"上海"
"19916","目前","《时与文》","Directed",33635,1,"上海"
"19917","目前","《群众》","Directed",33639,4,"香港"
"19918","目标","《中建》","Directed",33641,1,"上海"
"19919","目标","《群众》","Directed",33642,1,"香港"
"19920","目的","《中央周刊》","Directed",33643,4,"南京"
"19921","盲动","《观察》","Directed",33650,1,"上海"
"19922","盲肠炎","《现代文摘(上海)》","Directed",33651,1,"上海"
"19923","直到","《中建》","Directed",33652,1,"上海"
"19924","直立","《观察》","Directed",33653,1,"上海"
"19925","直觉","《国讯》","Directed",33654,1,"上海"
"19926","相同","《中建》","Directed",33655,1,"上海"
"19927","相待","《中建》","Directed",33656,1,"上海"
"19928","相毕露","《正报》","Directed",33657,1,"香港"
"19929","相濡以沫","《时与文》","Directed",33658,1,"上海"
"19930","相结合","《正报》","Directed",33659,1,"香港"
"19931","盼望","《正报》","Directed",33660,1,"香港"
"19932","省区","《中央周刊》","Directed",33661,3,"南京"
"19933","省县市","《再生》","Directed",33663,1,"上海"
"19934","省名","《观察》","Directed",33664,1,"上海"
"19935","省旗","《观察》","Directed",33665,1,"上海"
"19936","省港","《正报》","Directed",33666,1,"香港"
"19937","省训团","《正报》","Directed",33667,1,"香港"
"19938","看到","《群众》","Directed",33668,1,"香港"
"19939","看南","《国讯》","Directed",33669,1,"上海"
"19940","看天","《中建》","Directed",33670,1,"上海"
"19941","看新","《主流》","Directed",33671,1,"南京"
"19942","看法","《光明报》","Directed",33674,1,"香港"
"19943","看法","《时与文》","Directed",33677,3,"上海"
"19944","看法","《现代文摘(上海)》","Directed",33679,1,"上海"
"19945","看法","《群众》","Directed",33680,2,"香港"
"19946","看法","《观察》","Directed",33682,5,"上海"
"19947","看王","《国讯》","Directed",33686,1,"上海"
"19948","看看","《国讯》","Directed",33687,1,"上海"
"19949","看臺","《观察》","Directed",33688,1,"上海"
"19950","看齐","《中建》","Directed",33689,1,"上海"
"19951","真义","《再生》","Directed",33690,1,"上海"
"19952","真人","《国讯》","Directed",33691,1,"上海"
"19953","真假","《文萃》","Directed",33692,1,"上海"
"19954","真凭实据","《中建》","Directed",33693,1,"上海"
"19955","真实","《中央周刊》","Directed",33694,1,"南京"
"19956","真实","《文萃》","Directed",33695,1,"上海"
"19957","真实","《时与文》","Directed",33696,1,"上海"
"19958","真实性","《时与文》","Directed",33697,1,"上海"
"19959","真情","《中建》","Directed",33698,1,"上海"
"19960","真正","《群众》","Directed",33700,1,"香港"
"19961","真理","《国讯》","Directed",33701,1,"上海"
"19962","真理","《时与文》","Directed",33702,2,"上海"
"19963","真的","《时与文》","Directed",33705,1,"上海"
"19964","真相","《国讯》","Directed",33706,1,"上海"
"19965","真相","《现代文摘(上海)》","Directed",33710,2,"上海"
"19966","真纳","《再生》","Directed",33712,1,"上海"
"19967","真话","《国讯》","Directed",33713,1,"上海"
"19968","真谛","《再生》","Directed",33714,2,"上海"
"19969","真面目","《中央周刊》","Directed",33715,1,"南京"
"19970","真面目","《时与文》","Directed",33716,1,"上海"
"19971","眼中","《观察》","Directed",33718,2,"上海"
"19972","眼光","《再生》","Directed",33719,1,"上海"
"19973","眼光","《正报》","Directed",33720,1,"香港"
"19974","眼前","《国讯》","Directed",33721,1,"上海"
"19975","眼前","《现代文摘(上海)》","Directed",33722,1,"上海"
"19976","眼睛","《国讯》","Directed",33723,2,"上海"
"19977","眼福","《群众》","Directed",33725,1,"香港"
"19978","眼青","《观察》","Directed",33726,1,"上海"
"19979","着眼于","《时代杂志》","Directed",33727,1,"上海"
"19980","睥睨","《中央周刊》","Directed",33728,1,"南京"
"19981","瞎子","《时与文》","Directed",33729,1,"上海"
"19982","瞑目","《再生》","Directed",33730,1,"上海"
"19983","瞬息万变","《群众》","Directed",33731,1,"香港"
"19984","瞭解","《中央周刊》","Directed",33732,1,"南京"
"19985","瞻望","《时代杂志》","Directed",33733,1,"上海"
"19986","瞿秋白","《群众》","Directed",33734,1,"香港"
"19987","矛盾","《正报》","Directed",33736,1,"香港"
"19988","知我者","《国讯》","Directed",33740,1,"上海"
"19989","知识","《中央周刊》","Directed",33741,2,"南京"
"19990","知识","《中建》","Directed",33742,2,"上海"
"19991","知识","《观察》","Directed",33743,4,"上海"
"19992","知识份子","《中央周刊》","Directed",33744,2,"南京"
"19993","知识份子","《主流》","Directed",33745,3,"南京"
"19994","知识份子","《现代文摘(上海)》","Directed",33746,2,"上海"
"19995","知识份子","《群众》","Directed",33748,4,"香港"
"19996","知识分子","《国讯》","Directed",33750,1,"上海"
"19997","知道","《国讯》","Directed",33751,1,"上海"
"19998","知难行易","《中建》","Directed",33752,1,"上海"
"19999","知难行易","《时与文》","Directed",33753,1,"上海"
