"title","author","journal","year","vol","page","place","author_raw","title_raw"
"合工前线(四):一次豆饼的贷放、提拔贷款·增认股金、消费业务的影响","吴荷景","《中建》",1947,"第2卷 第4期","14-15","上海","吴荷景","合工前线(四):一次豆饼的贷放、提拔贷款·增认股金、消费业务的影响"
"读者园地:进修在服务中的效率","谭翼鹏","《中建》",1947,"第17期","6-7","上海","谭翼鹏","读者园地:进修在服务中的效率"
"浦东棉作展览(速写)","周公南","《中建》",1947,"第2卷 第12期","11","上海","周公南","浦东棉作展览(速写)"
"关于农村建设的两封信:一个大学生的理想","谭树聱","《中建》",1947,"第2卷 第2期","5","上海","谭树聱","关于农村建设的两封信:一个大学生的理想"
"“读者之家”:流动书库举办通信借书业务的展望","陈梅卿","《中建》",1947,"第2卷 第13期","10-11","上海","陈梅卿","“读者之家”:流动书库举办通信借书业务的展望"
"一个事业团体的进路:对于“中建”健全工作和发展事业的意见:怎样来接受今年的工作?","赵心梅","《中建》",1947,"第15期","4-5","上海","赵心梅","一个事业团体的进路:对于“中建”健全工作和发展事业的意见:怎样来接受今年的工作?"
"跨在金融圈的边缘","何肫林","《中建》",1947,"第2卷 第6期","6-9","上海","何肫林","跨在金融圈的边缘"
"世界和平的前瞻","姚士彦","《中建》",1947,"第2卷 第1期","6-7","上海","姚士彦","世界和平的前瞻"
"信用合作","章元善","《中建》",1947,"第20期","14","上海","章元善","信用合作"
"干部与策略","张霞飞","《中建》",1947,"第2卷 第4期","2-3","上海","张霞飞","干部与策略"
"五·一发见人性的日子!:纪念劳动节专页:漫谈工人教育","陈复生","《中建》",1947,"第23期","8-9","上海","陈复生","五·一发见人性的日子!:纪念劳动节专页:漫谈工人教育"
"通讯:今日的美国:寄王艮仲同志的一封信","宋保尊","《中建》",1947,"第2卷 第3期","14-15","上海","宋保尊","通讯:今日的美国:寄王艮仲同志的一封信"
"一个事业团体的进路:对于“中建”健全工作和发展事业的意见:内部技术:文书","朱树锦","《中建》",1947,"第15期","6","上海","朱树锦","一个事业团体的进路:对于“中建”健全工作和发展事业的意见:内部技术:文书"
"工作活动中的几种病态:从认识自·己来争取进步:“低能”与“腐蚀”","王艮仲","《中建》",1947,"第15期","2","上海","王艮仲","工作活动中的几种病态:从认识自·己来争取进步:“低能”与“腐蚀”"
"要把责任托于下一代，先得为下一代担当责任:新时代与儿童:纪念“儿童节”专页:流浪儿童的问题","邹云涛","《中建》",1947,"第21期","8","上海","邹云涛","要把责任托于下一代，先得为下一代担当责任:新时代与儿童:纪念“儿童节”专页:流浪儿童的问题"
"要把责任托于下一代，先得为下一代担当责任:新时代与儿童:纪念“儿童节”专页:儿童与家庭","陈士华","《中建》",1947,"第21期","7","上海","陈士华","要把责任托于下一代，先得为下一代担当责任:新时代与儿童:纪念“儿童节”专页:儿童与家庭"
"鸡娘对渔船","程梯云","《中建》",1947,"第2卷 第14期","8-9","上海","程梯云","鸡娘对渔船"
"回忆集:十年前的“七·七”","姚澄波","《中建》",1947,"第2卷 第4期","16","上海","姚澄波 张永久 陈梅卿","回忆集:十年前的“七·七”"
"回忆集:十年前的“七·七”","张永久","《中建》",1947,"第2卷 第4期","16","上海","姚澄波 张永久 陈梅卿","回忆集:十年前的“七·七”"
"回忆集:十年前的“七·七”","陈梅卿","《中建》",1947,"第2卷 第4期","16","上海","姚澄波 张永久 陈梅卿","回忆集:十年前的“七·七”"
"新浦东报社:公映“战斗夫人”记","朱树锦","《中建》",1947,"第18期","15","上海","朱树锦","新浦东报社:公映“战斗夫人”记"
"今日的世界","编者","《中建》",1947,"第2卷 第1期","4","上海","编者","今日的世界"
"新生活的开始:浦东工作站代办“浦建”司机训练纪实","陈涛","《中建》",1947,"第18期","14","上海","陈涛","新生活的开始:浦东工作站代办“浦建”司机训练纪实"
"略论业务考绩:关于认识、关于内容、关于要点、关于执行","陈仲期","《中建》",1947,"第18期","6-7","上海","陈仲期","略论业务考绩:关于认识、关于内容、关于要点、关于执行"
"要把责任托于下一代，先得为下一代担当责任:新时代与儿童:纪念“儿童节”专页:应当谁来教养儿童?","陈梅卿","《中建》",1947,"第21期","6","上海","陈梅卿","要把责任托于下一代，先得为下一代担当责任:新时代与儿童:纪念“儿童节”专页:应当谁来教养儿童?"
"服务指导专辑:服务心理的健全:说到服务直到的要点、方法及其它:工作要求与服务要求、服务指导种种、怎样健全服务心理?","顾秉之","《中建》",1947,"第19期","6-7","上海","顾秉之","服务指导专辑:服务心理的健全:说到服务直到的要点、方法及其它:工作要求与服务要求、服务指导种种、怎样健全服务心理?"
"要把责任托于下一代，先得为下一代担当责任:新时代与儿童:纪念“儿童节”专页:漫谈·随感:关于儿童","张霞飞","《中建》",1947,"第21期","9","上海","张霞飞","要把责任托于下一代，先得为下一代担当责任:新时代与儿童:纪念“儿童节”专页:漫谈·随感:关于儿童"
"生活片断:工作中的感应:“民生”实境","赵志华","《中建》",1946,"第12期","16","上海","赵志华","生活片断:工作中的感应:“民生”实境"
"生活片断:工作中的感应:要想出办法","陈士华","《中建》",1946,"第12期","16","上海","陈士华","生活片断:工作中的感应:要想出办法"
"生活片断:理解人生·把握人生:“服务”和“力行”","瞿康祖","《中建》",1946,"第12期","16","上海","瞿康祖","生活片断:理解人生·把握人生:“服务”和“力行”"
"生活片断:新生活·新意趣","唐思礼","《中建》",1946,"第13期","11","上海","唐思礼 陈士华","生活片断:新生活·新意趣"
"生活片断:新生活·新意趣","陈士华","《中建》",1946,"第13期","11","上海","唐思礼 陈士华","生活片断:新生活·新意趣"
"生活片断:生活在创造中","周公南","《中建》",1946,"第10期","13","上海","周公南","生活片断:生活在创造中"
"生活片断:精神食粮的咀嚼","金大均","《中建》",1946,"第10期","13","上海","金大均 何肫林","生活片断:精神食粮的咀嚼"
"生活片断:精神食粮的咀嚼","何肫林","《中建》",1946,"第10期","13","上海","金大均 何肫林","生活片断:精神食粮的咀嚼"
"三十五年中的一件事:个人:选择工作","陈梅卿","《中建》",1946,"第14期","5-6","上海","陈梅卿","三十五年中的一件事:个人:选择工作"
"胜利日:一个回忆","武文琴","《中建》",1946,"第8期","10","上海","武文琴","胜利日:一个回忆"
"生活片断:“学习病院”","陈梅卿","《中建》",1946,"第11期","15","上海","陈梅卿 编者","生活片断:“学习病院”"
"生活片断:“学习病院”","编者","《中建》",1946,"第11期","15","上海","陈梅卿 编者","生活片断:“学习病院”"
"生活片断:理解人生·把握人生:光明积极的探索和争取","金大均","《中建》",1946,"第12期","16","上海","金大均","生活片断:理解人生·把握人生:光明积极的探索和争取"
"浦建的交通业务(工作报告):任务·组织、工作实况、两点感想","傅菊人","《中建》",1946,"第11期","12","上海","傅菊人","浦建的交通业务(工作报告):任务·组织、工作实况、两点感想"
"生活片断:工作前线:任劳任怨","张霞飞","《中建》",1946,"第9期","12","上海","张霞飞","生活片断:工作前线:任劳任怨"
"生活片断:事业·工作·学习","潘静","《中建》",1946,"第14期","11","上海","潘静 金大均 陈士华","生活片断:事业·工作·学习"
"生活片断:事业·工作·学习","金大均","《中建》",1946,"第14期","11","上海","潘静 金大均 陈士华","生活片断:事业·工作·学习"
"生活片断:事业·工作·学习","陈士华","《中建》",1946,"第14期","11","上海","潘静 金大均 陈士华","生活片断:事业·工作·学习"
"中建笔谈:本社应即举办的一项事业(本刊第一次征文):乡村诊疗队","何肫林","《中建》",1946,"第5期","10","上海","何肫林","中建笔谈:本社应即举办的一项事业(本刊第一次征文):乡村诊疗队"
"周浦工作站:一支乡村服务的新军:工作环境、步骤·人事·组织、工作实况、理想的要求","徐仁道","《中建》",1946,"第9期","10-11","上海","徐仁道","周浦工作站:一支乡村服务的新军:工作环境、步骤·人事·组织、工作实况、理想的要求"
"一次工作检查的实施:人事:人事工作的现状及其改进","顾佩之","《中建》",1946,"第13期","5-6","上海","顾佩之","一次工作检查的实施:人事:人事工作的现状及其改进"
"生活片断:生活的感悟:认识人生之目的","金大均","《中建》",1946,"第9期","13","上海","金大均","生活片断:生活的感悟:认识人生之目的"
"国庆集:八年中的一页:敌后工作的回忆","沈定一","《中建》",1946,"第10期","6-7","上海","沈定一","国庆集:八年中的一页:敌后工作的回忆"
"三十五年中的一件事:工作:教学相长","何肫林","《中建》",1946,"第14期","8","上海","何肫林","三十五年中的一件事:工作:教学相长"
"嵊泗归来:渔村工作任务的把握:是尖兵，是桥梁、只说一声“好”!、工作轮廓画","唐思礼","《中建》",1946,"第12期","10","上海","唐思礼","嵊泗归来:渔村工作任务的把握:是尖兵，是桥梁、只说一声“好”!、工作轮廓画"
"中国农民革命史回顾(读书报告)","潘星照","《中建》",1946,"创刊号","10-11","上海","潘星照","中国农民革命史回顾(读书报告)"
"中国文化之路:文化反映了现实，也是变革的号角!贫乏的原因在那里?丰富文化的三种精神","胡风","《中建》",1946,"第9期","4-5","上海","胡风","中国文化之路:文化反映了现实，也是变革的号角!贫乏的原因在那里?丰富文化的三种精神"
"生活片断:把情感寄注于社会人群","陈士华","《中建》",1946,"第10期","13","上海","陈士华 金大均","生活片断:把情感寄注于社会人群"
"生活片断:把情感寄注于社会人群","金大均","《中建》",1946,"第10期","13","上海","陈士华 金大均","生活片断:把情感寄注于社会人群"
"工作经验:“逃票”与“漏票”","杨大成","《中建》",1946,"第10期","11-12","上海","杨大成","工作经验:“逃票”与“漏票”"
"三十五年中的一件事:个人:转变一个岗位","钱晓义","《中建》",1946,"第14期","6","上海","钱晓义","三十五年中的一件事:个人:转变一个岗位"
"我在当前最须解决的一个问题:问题的提出:读书?工作?","陆怀","《中建》",1946,"第11期","5","上海","陆怀","我在当前最须解决的一个问题:问题的提出:读书?工作?"
"中原见闻录:开封到浦口共区旅行记","本初","《中建:综合版》",1949,"第1卷 第2期","22-24","上海","本初","中原见闻录:开封到浦口共区旅行记"
"政治苦闷，生活艰难:大局在晦明之间(座谈):“送死”与“催生”","章靳以","《中建:综合版》",1949,"第1卷 第2期","4-5","上海","章靳以","政治苦闷，生活艰难:大局在晦明之间(座谈):“送死”与“催生”"
"论社会主义的成长","流金","《中建:综合版》",1949,"第1卷 第1期","16，20","上海","流金","论社会主义的成长"
"和平问题(座谈):先做出一点大家看看","张孟闻","《中建:综合版》",1949,"第1卷 第1期","8","上海","张孟闻","和平问题(座谈):先做出一点大家看看"
"和平问题(座谈):和平非可幸致","夏炎德","《中建:综合版》",1949,"第1卷 第1期","5","上海","夏炎德","和平问题(座谈):和平非可幸致"
"时局综谈:在“全面和平”的掩盖之下","邹风","《中建:综合版》",1949,"第1卷 第2期","20","上海","邹风","时局综谈:在“全面和平”的掩盖之下"
"和谈不等于和平","漆琪生","《中建:综合版》",1949,"第1卷 第3期","6-8","上海","漆琪生","和谈不等于和平"
"政治苦闷，生活艰难:大局在晦明之间(座谈):争取合理环境","张孟闻","《中建:综合版》",1949,"第1卷 第2期","6","上海","张孟闻","政治苦闷，生活艰难:大局在晦明之间(座谈):争取合理环境"
"政治苦闷，生活艰难:大局在晦明之间(座谈):再展开启蒙运动","陈仁炳","《中建:综合版》",1949,"第1卷 第2期","6-7","上海","陈仁炳","政治苦闷，生活艰难:大局在晦明之间(座谈):再展开启蒙运动"
"北平通讯:古城“末日”记","朝晴","《中建:综合版》",1949,"第1卷 第1期","18-20","上海","朝晴","北平通讯:古城“末日”记"
"和平问题(座谈):必须是民主的和平","王造时","《中建:综合版》",1949,"第1卷 第1期","2","上海","王造时","和平问题(座谈):必须是民主的和平"
"关于“新民主主义经济”的讨论","童大勇","《中建:综合版》",1949,"第1卷 第3期","16","上海","童大勇","关于“新民主主义经济”的讨论"
"论地方币","周伯棣","《中建:综合版》",1949,"第1卷 第2期","13-14","上海","周伯棣","论地方币"
"和平问题(座谈):打击和贩·惩办战犯","漆琪生","《中建:综合版》",1949,"第1卷 第1期","4-5","上海","漆琪生","和平问题(座谈):打击和贩·惩办战犯"
"撞狱","高朗","《中建:综合版》",1949,"第1卷 第2期","21-22","上海","高朗","撞狱"
"致编者书:检讨和平问题","寿秋情","《中建:综合版》",1949,"第1卷 第3期","17-18","上海","寿秋情","致编者书:检讨和平问题"
"论转形期的中产阶级","笪移今","《中建:综合版》",1949,"第1卷 第3期","10-12","上海","笪移今","论转形期的中产阶级"
"和平问题(座谈):还是“周旋到底”吧!","潘震亚","《中建:综合版》",1949,"第1卷 第1期","7","上海","潘震亚","和平问题(座谈):还是“周旋到底”吧!"
"和平问题(座谈):伪装和平比战争还可怕","陈旭麓","《中建:综合版》",1949,"第1卷 第1期","8-9","上海","陈旭麓","和平问题(座谈):伪装和平比战争还可怕"
"“大头鬼阴魂不散”","辛圭","《中建:综合版》",1949,"第1卷 第3期","21-22","上海","辛圭","“大头鬼阴魂不散”"
"政治苦闷，生活艰难:大局在晦明之间(座谈):生活与精神上的威胁","孟宪章","《中建:综合版》",1949,"第1卷 第2期","6","上海","孟宪章","政治苦闷，生活艰难:大局在晦明之间(座谈):生活与精神上的威胁"
"政治苦闷，生活艰难:大局在晦明之间(座谈):澈底消灭封建残余","周谷城","《中建:综合版》",1949,"第1卷 第2期","2","上海","周谷城","政治苦闷，生活艰难:大局在晦明之间(座谈):澈底消灭封建残余"
"条条大路通北京","朝晴","《中建:综合版》",1949,"第1卷 第3期","19-20","上海","朝晴","条条大路通北京"
"政治苦闷，生活艰难:大局在晦明之间(座谈):坚定未来的信心","漆琪生","《中建:综合版》",1949,"第1卷 第2期","5","上海","漆琪生","政治苦闷，生活艰难:大局在晦明之间(座谈):坚定未来的信心"
"政治苦闷，生活艰难:大局在晦明之间(座谈):一切寄存于革命","董冰如","《中建:综合版》",1949,"第1卷 第2期","4","上海","董冰如","政治苦闷，生活艰难:大局在晦明之间(座谈):一切寄存于革命"
"和平问题(座谈):民主与和平不可分割","笪移今","《中建:综合版》",1949,"第1卷 第1期","2-3","上海","笪移今","和平问题(座谈):民主与和平不可分割"
"法统论","陈仁炳","《中建:综合版》",1949,"第1卷 第1期","9-12","上海","陈仁炳","法统论"
"和平问题(座谈):我怀疑","郭绍虞","《中建:综合版》",1949,"第1卷 第1期","7-8","上海","郭绍虞","和平问题(座谈):我怀疑"
"和平问题(座谈):民主·面子·诚意","蔡尚思","《中建:综合版》",1949,"第1卷 第1期","5-7","上海","蔡尚思","和平问题(座谈):民主·面子·诚意"
"战犯论","陈仁炳","《中建:综合版》",1949,"第1卷 第3期","2-6","上海","陈仁炳","战犯论"
"和平问题(座谈):明是非，戒中庸","汤德明","《中建:综合版》",1949,"第1卷 第1期","4","上海","汤德明","和平问题(座谈):明是非，戒中庸"
"和平问题(座谈):我看和谈前途","张明养","《中建:综合版》",1949,"第1卷 第1期","7","上海","张明养","和平问题(座谈):我看和谈前途"
"质梁漱溟:读二月廿一日大公报梁氏的两篇文章后而作","靳以","《中建:综合版》",1949,"第1卷 第2期","12","上海","靳以","质梁漱溟:读二月廿一日大公报梁氏的两篇文章后而作"
"论战局演变的政治基础","严学易","《中建:综合版》",1949,"第1卷 第2期","7-9","上海","严学易","论战局演变的政治基础"
"和平问题(座谈):苟安一时不是和平","杨卫玉","《中建:综合版》",1949,"第1卷 第1期","3","上海","杨卫玉","和平问题(座谈):苟安一时不是和平"
"日本法西斯蒂的生命史","宋越伦","《中建:综合版》",1949,"第1卷 第3期","14-17","上海","宋越伦","日本法西斯蒂的生命史"
"和平问题(座谈):认清内战本质","陈仁炳","《中建:综合版》",1949,"第1卷 第1期","3-4","上海","陈仁炳","和平问题(座谈):认清内战本质"
"政治苦闷，生活艰难:大局在晦明之间(座谈):我是一个乐观者","潘震亚","《中建:综合版》",1949,"第1卷 第2期","5","上海","潘震亚","政治苦闷，生活艰难:大局在晦明之间(座谈):我是一个乐观者"
"梁漱溟的政治错觉","蔡尚思","《中建:综合版》",1949,"第1卷 第3期","12-14","上海","蔡尚思","梁漱溟的政治错觉"
"政治苦闷，生活艰难:大局在晦明之间(座谈):陈纳德·周以德等都应该算作战犯","孙大雨","《中建:综合版》",1949,"第1卷 第2期","2-3","上海","孙大雨","政治苦闷，生活艰难:大局在晦明之间(座谈):陈纳德·周以德等都应该算作战犯"
"一所好大学应具备的几种精神:以北京大学为例","蔡尚思","《中建:综合版》",1949,"第1卷 第2期","17-19","上海","蔡尚思","一所好大学应具备的几种精神:以北京大学为例"
"政治苦闷，生活艰难:大局在晦明之间(座谈):促合理的早日成长","笪移今","《中建:综合版》",1949,"第1卷 第2期","4","上海","笪移今","政治苦闷，生活艰难:大局在晦明之间(座谈):促合理的早日成长"
"科学工作者与政治","张孟闻","《中建:综合版》",1949,"第1卷 第2期","19，16","上海","张孟闻","科学工作者与政治"
"斥中和思想","冯契","《中建:综合版》",1949,"第1卷 第2期","9-11","上海","冯契","斥中和思想"
"走向新民主主义经济:论“新中国的工业政策”","戎文佐","《中建:综合版》",1949,"第1卷 第2期","14-16","上海","戎文佐","走向新民主主义经济:论“新中国的工业政策”"
"“南京会议”的前前后后","吕飞","《中建:综合版》",1949,"第1卷 第3期","22-24","上海","吕飞","“南京会议”的前前后后"
"东南亚独立运动的怒潮","孟宪章","《中建:综合版》",1949,"第1卷 第1期","14-16","上海","孟宪章","东南亚独立运动的怒潮"
"和平问题(座谈):以行动来争取和平","李乡樸","《中建:综合版》",1949,"第1卷 第1期","8","上海","李乡樸","和平问题(座谈):以行动来争取和平"
"南京通讯:先天下之熘而熘","辛圭","《中建:综合版》",1949,"第1卷 第1期","17-18","上海","辛圭","南京通讯:先天下之熘而熘"
"政治苦闷，生活艰难:大局在晦明之间(座谈):和战·是非·苦乐","蔡尚思","《中建:综合版》",1949,"第1卷 第2期","5-6","上海","蔡尚思","政治苦闷，生活艰难:大局在晦明之间(座谈):和战·是非·苦乐"
"和平问题(座谈):小不忍则乱大谋","孙大雨","《中建:综合版》",1949,"第1卷 第1期","9","上海","孙大雨","和平问题(座谈):小不忍则乱大谋"
"政治苦闷，生活艰难:大局在晦明之间(座谈):摧毁旧社会·创建新社会","朱绍文","《中建:综合版》",1949,"第1卷 第2期","3-4","上海","朱绍文","政治苦闷，生活艰难:大局在晦明之间(座谈):摧毁旧社会·创建新社会"
"病态政治能产生健全的币制吗?","徐革陈","《中建:综合版》",1949,"第1卷 第1期","12-13","上海","徐革陈","病态政治能产生健全的币制吗?"
"和平问题(座谈):言与行","陈望道","《中建:综合版》",1949,"第1卷 第1期","8","上海","陈望道","和平问题(座谈):言与行"
"从新财金方案看政局","郭梅荪","《中建:综合版》",1949,"第1卷 第3期","8-9","上海","郭梅荪","从新财金方案看政局"
"和平问题(座谈):坚持原则·不打任何折扣","焦敏之","《中建:综合版》",1949,"第1卷 第1期","3","上海","焦敏之","和平问题(座谈):坚持原则·不打任何折扣"
"哭佩弦先生","游国恩","《中建:北平版》",1948,"第1卷 第4期","9","上海","游国恩","哭佩弦先生"
"学生是压迫不得的","葵尚思","《中建:北平版》",1948,"第1卷 第7期","14","上海","葵尚思","学生是压迫不得的"
"新居八绝句","黄炎培","《中建:北平版》",1948,"第1卷 第8期","23","上海","黄炎培","新居八绝句"
"休战不是和平","费孝通","《中建:北平版》",1948,"第1卷 第4期","4-5","上海","费孝通","休战不是和平"
"山雨未来风满楼:冠盖满了旧京华","邑文","《中建:北平版》",1948,"第1卷 第2期","22-23","上海","邑文","山雨未来风满楼:冠盖满了旧京华"
"新文化运动的意义","樊弘","《中建:北平版》",1948,"第1卷 第8期","16-17","上海","樊弘","新文化运动的意义"
"论“苦撑待变”","费孝通","《中建:北平版》",1948,"第1卷 第1期","4-6","上海","费孝通","论“苦撑待变”"
"渖阳通讯:长春的悲剧","凡人","《中建:北平版》",1948,"第1卷 第8期","30-31","上海","凡人","渖阳通讯:长春的悲剧"
"为文物请命","向达","《中建:北平版》",1948,"第1卷 第3期","8","上海","向达","为文物请命"
"一多兄死难二周年祭","闻家驷","《中建:北平版》",1948,"第1卷 第1期","9-10","上海","闻家驷","一多兄死难二周年祭"
"南京通讯:战局凄迷、外援渺茫","章秦","《中建:北平版》",1948,"第1卷 第10期","17-19","上海","章秦","南京通讯:战局凄迷、外援渺茫"
"自由主义在中国的实践","念慈","《中建:北平版》",1948,"第1卷 第9期","6-8","上海","念慈","自由主义在中国的实践"
"和效缪悠诗","一公","《中建:北平版》",1948,"第1卷 第9期","12","上海","一公","和效缪悠诗"
"鲁迅的思想和创作(在清华鲁迅晚会讲)","李广田","《中建:北平版》",1948,"第1卷 第9期","22-23","上海","李广田","鲁迅的思想和创作(在清华鲁迅晚会讲)"
"流亡地主在都市:[木刻]","李桦","《中建:北平版》",1948,"第1卷 第6期","8","上海","李桦","流亡地主在都市:[木刻]"
"论民族主义","流金","《中建:北平版》",1948,"第1卷 第8期","18","上海","流金","论民族主义"
"悼朱佩弦师","王瑶","《中建:北平版》",1948,"第1卷 第4期","14-16","上海","王瑤","悼朱佩弦师"
"谈币制改革","周作仁","《中建:北平版》",1948,"第1卷 第4期","6","上海","周作仁","谈币制改革"
"评金元券发行条例中的准备条款","樊弘","《中建:北平版》",1948,"第1卷 第4期","8","上海","樊弘","评金元券发行条例中的准备条款"
"日本投降三周年感言(三篇)","许德珩","《中建:北平版》",1948,"第1卷 第4期","2-3","上海","许德珩 周建人 张东荪","日本投降三周年感言(三篇)"
"日本投降三周年感言(三篇)","周建人","《中建:北平版》",1948,"第1卷 第4期","2-3","上海","许德珩 周建人 张东荪","日本投降三周年感言(三篇)"
"日本投降三周年感言(三篇)","张东荪","《中建:北平版》",1948,"第1卷 第4期","2-3","上海","许德珩 周建人 张东荪","日本投降三周年感言(三篇)"
"美苏问题","冯宾符","《中建:北平版》",1948,"第1卷 第10期","2-5","上海","冯宾符 张志让 蒋尚思","美苏问题"
"美苏问题","张志让","《中建:北平版》",1948,"第1卷 第10期","2-5","上海","冯宾符 张志让 蒋尚思","美苏问题"
"美苏问题","蒋尚思","《中建:北平版》",1948,"第1卷 第10期","2-5","上海","冯宾符 张志让 蒋尚思","美苏问题"
"高调哲学与低调哲学:哲学杂论之一","郑昕","《中建:北平版》",1948,"第1卷 第3期","12-13","上海","郑昕","高调哲学与低调哲学:哲学杂论之一"
"上海通讯:雷厉风行的经验工作","查化","《中建:北平版》",1948,"第1卷 第5期","23-24","上海","查化","上海通讯:雷厉风行的经验工作"
"真知识和假知识:一个社会科学工作人员的自白","费孝通","《中建:北平版》",1948,"第1卷 第6期","6-7","上海","费孝通","真知识和假知识:一个社会科学工作人员的自白"
"“开明自由的中路知识份子”","芮沐","《中建:北平版》",1948,"第1卷 第2期","15-17","上海","芮沐","“开明自由的中路知识份子”"
"开封通讯:河南近情","贺明","《中建:北平版》",1948,"第1卷 第7期","29-30","上海","贺明","开封通讯:河南近情"
"漫谈“民意测验”","楼__彦","《中建:北平版》",1948,"第1卷 第9期","13","上海","楼__彦","漫谈“民意测验”"
"悼现实主义画家齐振杞","冯法禩","《中建:北平版》",1948,"第1卷 第3期","17","上海","冯法禩","悼现实主义画家齐振杞"
"同谁讲法?","楼__彦","《中建:北平版》",1948,"第1卷 第3期","2-3","上海","楼__彦","同谁讲法?"
"论青年思想问题与中年人应持的态度","郑昕","《中建:北平版》",1948,"第1卷 第6期","4-6","上海","郑昕","论青年思想问题与中年人应持的态度"
"由必要到自由","樊弘","《中建:北平版》",1948,"第1卷 第3期","14-15","上海","樊弘","由必要到自由"
"从昨天看今天:“九一八北京大学示威运动专刊”读后感","柏万","《中建:北平版》",1948,"第1卷 第5期","14-16","上海","柏万","从昨天看今天:“九一八北京大学示威运动专刊”读后感"
"悼佩弦先生","林庚","《中建:北平版》",1948,"第1卷 第3期","9","上海","林庚","悼佩弦先生"
"鲁迅先生纪念特辑:为了生活和战斗的纪念","许杰","《中建:北平版》",1948,"第1卷 第7期","18-19","上海","许杰","鲁迅先生纪念特辑:为了生活和战斗的纪念"
"再不要相信伪装的开明:纪念一二一","裴仁","《中建:北平版》",1948,"第1卷 第10期","10","上海","裴仁","再不要相信伪装的开明:纪念一二一"
"论大学教育之改造","吕庆","《中建:北平版》",1948,"第1卷 第8期","10-11","上海","吕庆","论大学教育之改造"
"北平通讯:关于城乡物资交流","陈林","《中建:北平版》",1948,"第1卷 第3期","19-21","上海","陈林","北平通讯:关于城乡物资交流"
"渖阳通讯:被遗忘了的长春","杨易","《中建:北平版》",1948,"第1卷 第3期","23-24","上海","杨易","渖阳通讯:被遗忘了的长春"
"香港通讯:香港人对币制改革的看法","欧阳春","《中建:北平版》",1948,"第1卷 第5期","20-21","上海","欧阳春","香港通讯:香港人对币制改革的看法"
"大九州的梦","平伯","《中建:北平版》",1948,"第1卷 第1期","16","上海","平伯","大九州的梦"
"医学与文学(三十七年五月十九日在北京大学医学院讲)","李广田","《中建:北平版》",1948,"第1卷 第1期","13-15","上海","李广田","医学与文学(三十七年五月十九日在北京大学医学院讲)"
"存款兑现与物价","季陶达","《中建:北平版》",1948,"第1卷 第10期","8-9","上海","季陶达","存款兑现与物价"
"西安通讯:从奖励囤粮看今日西安","蒙若","《中建:北平版》",1948,"第1卷 第7期","30-31","上海","蒙若","西安通讯:从奖励囤粮看今日西安"
"秋讯","黄炎培","《中建:北平版》",1948,"第1卷 第5期","9","上海","黄炎培","秋讯"
"历史回忆:清吏护救党人","范樸斋","《中建:北平版》",1948,"第1卷 第10期","12-14","上海","范樸斋","历史回忆:清吏护救党人"
"上海通讯:抢购潮及其它","非言","《中建:北平版》",1948,"第1卷 第7期","26-27","上海","非言","上海通讯:抢购潮及其它"
"历史回忆:与杨沧白先生有关的几件事和他的诗","范樸斋","《中建:北平版》",1948,"第1卷 第9期","24","上海","范樸斋","历史回忆:与杨沧白先生有关的几件事和他的诗"
"忠君与爱国","平伯","《中建:北平版》",1948,"第1卷 第9期","21","上海","平伯","忠君与爱国"
"从公报中看T.V.宋治下的广东治安","司马夫","《中建:北平版》",1948,"第1卷 第4期","23-24","上海","司马夫","从公报中看T.V.宋治下的广东治安"
"汉口通讯:徐蚌争夺与淮海战局","莫邪","《中建:北平版》",1948,"第1卷 第9期","31","上海","莫邪","汉口通讯:徐蚌争夺与淮海战局"
"兰州通讯:回教徒这个力量","罗伦","《中建:北平版》",1948,"第1卷 第4期","18-20","上海","罗伦","兰州通讯:回教徒这个力量"
"论英美的武装警备政策","费孝通","《中建:北平版》",1948,"第1卷 第7期","5-6","上海","费孝通","论英美的武装警备政策"
"根本抗议以司法手段解决学生运动","张志让","《中建:北平版》",1948,"第1卷 第6期","2","上海","张志让 周谷城 夏康农","根本抗议以司法手段解决学生运动"
"根本抗议以司法手段解决学生运动","周谷城","《中建:北平版》",1948,"第1卷 第6期","2","上海","张志让 周谷城 夏康农","根本抗议以司法手段解决学生运动"
"根本抗议以司法手段解决学生运动","夏康农","《中建:北平版》",1948,"第1卷 第6期","2","上海","张志让 周谷城 夏康农","根本抗议以司法手段解决学生运动"
"改革币制能挽救经济危机吗?","粟寄沧","《中建:北平版》",1948,"第1卷 第4期","7-8","上海","粟寄沧","改革币制能挽救经济危机吗?"
"成都通讯:四川的暗潮","朱柏","《中建:北平版》",1948,"第1卷 第3期","22-23","上海","朱柏","成都通讯:四川的暗潮"
"美国政治动向会变更吗?","费孝通","《中建:北平版》",1948,"第1卷 第10期","6","上海","费孝通","美国政治动向会变更吗?"
"学校诚然不是租界","费青","《中建:北平版》",1948,"第1卷 第5期","3-4","上海","费青","学校诚然不是租界"
"自由主义与知识份子侧论","念慈","《中建:北平版》",1948,"第1卷 第5期","11-12","上海","念慈","自由主义与知识份子侧论"
"天津通讯:北方工业的残局","吴敏","《中建:北平版》",1948,"第1卷 第1期","18-20","上海","吴敏","天津通讯:北方工业的残局"
"人民世纪与人民教育","杜任之","《中建:北平版》",1948,"第1卷 第9期","14-16","上海","杜任之","人民世纪与人民教育"
